fan_id,age,gender,city,lat,lon,favorite_team,true_segment,years_following_fifa,app_installed,loyalty_points
F00090,30,M,Ahmedabad,23.053999822324393,72.59249127466244,Brazil,casual,16,False,6
F00091,24,F,Delhi,28.590457536628858,77.1676039682155,France,local_loyalist,13,True,18
F00092,39,F,Pune,18.50364503518175,73.82112082585878,Argentina,digital_only,1,True,9
F00093,28,F,Bengaluru,12.925059685367659,77.63262799618484,Brazil,superfan,14,False,42
F00094,18,M,Ahmedabad,23.03506065232521,72.60896874125716,Netherlands,casual,9,True,115
F00095,24,F,Pune,18.553787327011936,73.88827816996265,Spain,local_loyalist,8,False,5
F00096,16,M,Kolkata,22.5364717746943,88.37891433569803,England,local_loyalist,5,True,11
F00097,38,F,Bengaluru,12.976928138295053,77.621190911496,Brazil,superfan,11,True,42
F00098,26,M,Kolkata,22.582146442265678,88.38778777055369,Portugal,casual,18,True,22
F00099,26,M,Bengaluru,12.95222603938195,77.63743049631105,Belgium,casual,13,False,35
F00100,29,M,Mumbai,19.029365745260748,72.89680893784187,Portugal,local_loyalist,11,True,18
F00101,33,M,Hyderabad,17.418247019494313,78.48823955084086,Belgium,superfan,16,True,123
F00102,19,Other,Kolkata,22.59507902311798,88.37447199773818,France,superfan,14,True,10
F00103,25,M,Chennai,13.073717204956019,80.24794694412296,Brazil,family,7,True,2
F00104,31,F,Pune,18.47053489886942,73.87482388061808,Spain,casual,7,False,7
F00105,44,F,Ahmedabad,22.987964531586414,72.61595942050276,England,local_loyalist,4,True,20
F00106,35,F,Pune,18.47786985767075,73.86037551438376,France,casual,9,True,66
F00107,23,F,Ahmedabad,22.982862406043918,72.56457787475594,Brazil,superfan,7,True,440
F00108,36,F,Hyderabad,17.41918202114066,78.44964413152228,France,casual,3,True,4
F00109,29,F,Pune,18.534803165733084,73.83387499042145,Croatia,local_loyalist,9,True,97
F00110,18,M,Kolkata,22.600330457351802,88.39972984957497,Brazil,family,1,True,30
F00111,37,M,Ahmedabad,23.009959851162087,72.6052430417569,Germany,family,1,True,56
F00112,16,F,Delhi,28.63271311968819,77.15007168587066,England,casual,9,False,8
F00113,23,M,Chennai,13.097054050650609,80.2518352022136,Croatia,local_loyalist,3,True,233
F00114,25,M,Chennai,13.035651569079675,80.230339493663,Brazil,casual,11,True,13
F00115,45,M,Kolkata,22.583103417571206,88.40532371787812,Portugal,casual,14,True,62
F00116,39,M,Hyderabad,17.386069448137565,78.43950565368326,Mexico,family,7,True,26
F00117,29,M,Chennai,13.12058501920988,80.30385492070248,Netherlands,superfan,5,True,105
F00118,22,F,Delhi,28.62145410182213,77.23321624537292,England,superfan,7,True,25
F00119,31,F,Chennai,13.081230036091547,80.23352411912465,France,casual,3,True,26
F00120,26,M,Ahmedabad,22.970920089762537,72.58272584006359,Brazil,superfan,6,True,723
F00121,31,F,Mumbai,19.097648688131567,72.89491578231765,Germany,casual,7,True,47
F00122,47,F,Pune,18.47447683886885,73.80540476273497,England,local_loyalist,10,True,39
F00123,26,M,Chennai,13.124496706364008,80.26818034425389,Italy,digital_only,22,True,87
F00124,26,F,Delhi,28.630605811463802,77.19904544085198,Spain,family,14,True,108
F00125,38,M,Mumbai,19.02446612163789,72.85095593015131,Belgium,family,4,True,83
F00126,38,M,Chennai,13.034929966240917,80.22023474738674,England,casual,7,True,57
F00127,48,M,Pune,18.56719508452598,73.803755232006,Argentina,casual,5,True,18
F00128,23,F,Delhi,28.61967229901062,77.1837202035169,Morocco,casual,10,True,6
F00129,46,M,Pune,18.560438113466553,73.89688164414834,France,local_loyalist,12,False,77
F00130,30,F,Delhi,28.612980905707005,77.21693483507629,Brazil,casual,4,True,8
F00131,33,Other,Mumbai,19.109789810477427,72.83285156684441,France,local_loyalist,15,True,58
F00132,37,F,Kolkata,22.536163769378458,88.40058493899993,India,digital_only,7,True,8
F00133,26,F,Bengaluru,12.981549095966672,77.61537806010864,France,digital_only,7,True,18
F00134,35,F,Ahmedabad,23.053862179619806,72.58547757512842,England,digital_only,11,True,16
F00135,33,M,Mumbai,19.049239102384774,72.8905306642536,Portugal,casual,8,True,18
F00136,16,M,Delhi,28.629350983704633,77.15397112075723,Belgium,dormant,12,False,29
F00137,33,M,Kolkata,22.600326340062715,88.3372002573731,England,family,0,True,11
F00138,32,M,Pune,18.510608213255978,73.88262173757752,England,casual,10,True,37
F00139,30,F,Hyderabad,17.417441455419645,78.51510037667973,England,family,4,True,15
F00140,30,M,Hyderabad,17.334097822224987,78.50050632842054,India,digital_only,7,True,5
F00141,27,M,Pune,18.48127969188666,73.87058824446817,Italy,family,0,False,52
F00142,16,M,Chennai,13.085182873353418,80.28317748436527,France,family,2,True,148
F00143,24,M,Delhi,28.631543620327655,77.15691741905054,France,digital_only,10,True,16
F00144,41,M,Mumbai,19.051378214330573,72.8341844397617,Germany,superfan,16,True,22
F00145,42,F,Ahmedabad,22.992970231536212,72.54397090782423,England,casual,0,True,13
F00146,29,M,Kolkata,22.53910518687087,88.35407549434413,Japan,digital_only,10,True,84
F00147,23,F,Mumbai,19.116230074911226,72.86279146901879,Mexico,local_loyalist,14,True,49
F00148,16,F,Mumbai,19.06082375193463,72.84804632242047,India,casual,7,True,13
F00149,40,F,Ahmedabad,23.068495031636164,72.52288363269216,India,casual,10,True,5
F00150,35,F,Delhi,28.597360565953405,77.21814606125172,Portugal,family,4,True,25
F00151,21,M,Bengaluru,12.960277613434833,77.54362072614875,USA,dormant,16,False,61
F00152,33,M,Hyderabad,17.383422040993125,78.51238017499206,Germany,digital_only,6,True,143
F00153,28,M,Ahmedabad,23.03778949184961,72.57720546391813,USA,casual,17,True,33
F00154,16,M,Bengaluru,12.988553862056262,77.58362144171201,Germany,casual,6,True,84
F00155,23,F,Mumbai,19.118239055451756,72.83980309466311,Portugal,superfan,4,True,11
F00156,22,F,Pune,18.522016022302438,73.83648180963078,France,dormant,5,False,25
F00157,26,F,Kolkata,22.578240096486795,88.37889999849885,Germany,superfan,5,True,230
F00158,34,F,Delhi,28.58550872224214,77.16270335759732,Germany,digital_only,7,True,18
F00159,21,F,Mumbai,19.117865408133795,72.89266044373319,Argentina,casual,14,False,81
F00160,35,M,Mumbai,19.078933164494774,72.87251408517697,Germany,digital_only,0,True,30
F00161,22,M,Bengaluru,13.010923237646152,77.5501754528501,England,local_loyalist,6,True,0
F00162,16,M,Mumbai,19.079087192297425,72.91132059618143,Netherlands,family,3,True,127
F00163,20,Other,Chennai,13.040337800720197,80.23806626989024,France,casual,11,True,19
F00164,17,F,Kolkata,22.55424752191863,88.32079624481108,Portugal,superfan,15,True,177
F00165,19,M,Bengaluru,12.98087979601804,77.55792962352601,Brazil,casual,10,True,1
F00166,37,M,Delhi,28.561795786375015,77.15745104618186,Morocco,dormant,0,False,174
F00167,27,F,Mumbai,19.103019256306958,72.91561328563424,Spain,family,8,True,11
F00168,22,M,Kolkata,22.52403301610515,88.33011365425904,Italy,local_loyalist,12,True,20
F00169,33,F,Pune,18.55602532863997,73.89457846462409,India,local_loyalist,14,False,24
F00170,34,M,Bengaluru,12.989622143612127,77.56060737799372,Spain,local_loyalist,10,True,3
F00171,39,F,Delhi,28.57109948139218,77.16771214576025,Spain,casual,13,True,6
F00172,27,M,Mumbai,19.066261927193374,72.89850718615635,Mexico,dormant,15,False,40
F00173,34,M,Delhi,28.65623029831743,77.23341386605236,Argentina,digital_only,9,True,71
F00174,18,M,Ahmedabad,22.98585361584999,72.60126930433758,Spain,casual,3,True,13
F00175,42,F,Hyderabad,17.416297102733214,78.47488316931806,Portugal,digital_only,12,True,32
F00176,42,M,Pune,18.487076028345037,73.82268371023254,Portugal,superfan,4,True,110
F00177,36,F,Mumbai,19.07623783803844,72.8870826680776,Brazil,casual,0,True,17
F00178,30,F,Chennai,13.10156626520723,80.29881597881356,Brazil,family,4,True,44
F00179,36,M,Delhi,28.644998759316902,77.23462873364865,Germany,superfan,4,True,357
F00180,16,Other,Hyderabad,17.365027237066933,78.47521829393601,England,local_loyalist,8,True,2
F00181,20,M,Chennai,13.077317265163096,80.28303977312748,Belgium,casual,5,False,27
F00182,22,M,Mumbai,19.033032394670233,72.8399082312828,India,casual,6,True,3
F00183,16,M,Ahmedabad,23.042770637006097,72.58692570925795,France,casual,7,True,68
F00184,20,F,Kolkata,22.57650722830367,88.39586720549295,Argentina,casual,16,True,77
F00185,31,F,Pune,18.5611872484845,73.87389458465786,Italy,local_loyalist,11,True,92
F00186,31,M,Ahmedabad,23.050354177682642,72.61956042018035,Japan,casual,7,True,28
F00187,32,M,Delhi,28.565574959847034,77.15524056864612,Argentina,digital_only,8,False,63
F00188,31,F,Hyderabad,17.330302087135614,78.45479324498058,Portugal,digital_only,4,False,134
F00189,29,F,Kolkata,22.548755003942546,88.34330871313385,Mexico,local_loyalist,8,True,7
F00190,22,M,Bengaluru,13.017222970921637,77.55533648274158,Germany,dormant,0,False,0
F00191,31,F,Kolkata,22.565208851033898,88.39571929535867,Japan,family,7,True,8
F00192,39,M,Kolkata,22.53567629475993,88.3526406056492,England,casual,7,True,1
F00193,16,F,Bengaluru,12.929490790976608,77.57900160607475,Portugal,superfan,11,True,172
F00194,21,M,Mumbai,19.107811519698572,72.87858521224332,Japan,casual,5,True,81
F00195,16,F,Delhi,28.644570858171672,77.1615517900107,Morocco,local_loyalist,12,False,160
F00196,19,F,Delhi,28.566709373262988,77.20937057829515,England,superfan,16,True,352
F00197,33,F,Kolkata,22.549274154858317,88.31791864091086,Netherlands,digital_only,7,True,18
F00198,22,M,Pune,18.496857960433296,73.88610629364797,England,local_loyalist,0,True,56
F00199,17,M,Mumbai,19.05126826650278,72.83059156896289,France,casual,12,True,81
F00200,32,F,Pune,18.554735505390937,73.80095389540254,Spain,family,10,True,118
F00201,27,M,Delhi,28.609708930935078,77.2252808994511,England,superfan,5,True,423
F00202,44,F,Bengaluru,13.00774892417315,77.58181315997936,France,superfan,3,False,997
F00203,27,F,Mumbai,19.071148104678837,72.8844026437112,India,local_loyalist,12,True,93
F00204,39,F,Chennai,13.057702544886963,80.30623349164397,Brazil,digital_only,8,True,58
F00205,32,F,Pune,18.551001777804625,73.85557048603918,Spain,local_loyalist,6,False,35
F00206,39,M,Delhi,28.586503491814053,77.20361922792823,England,digital_only,9,True,29
F00207,16,F,Pune,18.566072808822824,73.84995491622675,Portugal,casual,16,True,29
F00208,16,F,Chennai,13.073372370283142,80.26120936096325,Argentina,family,8,True,34
F00209,33,M,Ahmedabad,22.992107887369343,72.57124397687438,Brazil,family,2,True,1
F00210,21,M,Pune,18.48438344709903,73.80092415884054,Italy,local_loyalist,5,True,9
F00211,43,F,Pune,18.50094324709695,73.86062022536103,England,casual,3,True,1
F00212,50,F,Bengaluru,12.967117255937815,77.59734016258977,India,local_loyalist,10,False,88
F00213,34,F,Ahmedabad,23.056354653167144,72.58740584527536,Belgium,casual,13,True,50
F00214,37,F,Chennai,13.114522555816073,80.27254319983096,England,superfan,1,True,429
F00215,33,F,Bengaluru,13.014260270048476,77.62321911523075,Italy,dormant,12,False,54
F00216,16,F,Ahmedabad,22.995206988685016,72.56541674701677,Argentina,casual,3,True,201
F00217,19,M,Chennai,13.046032047136693,80.24821555840361,England,dormant,7,True,66
F00218,18,M,Chennai,13.040102824649125,80.28097081955367,Argentina,digital_only,8,True,14
F00219,25,M,Hyderabad,17.403960796900012,78.47176390058688,France,casual,13,True,6
F00220,37,F,Hyderabad,17.40919610144667,78.44271811892169,Argentina,digital_only,8,True,9
F00221,28,M,Kolkata,22.59047955999253,88.3439164532525,Brazil,family,14,True,16
F00222,20,M,Hyderabad,17.395885540422682,78.48664436850866,USA,family,5,True,34
F00223,28,F,Delhi,28.610922253832708,77.21275560238706,Germany,family,7,True,19
F00224,29,M,Ahmedabad,23.046361529896163,72.54582643578871,Argentina,local_loyalist,2,True,241
F00225,21,M,Hyderabad,17.345534330251002,78.49666133865944,France,local_loyalist,12,True,4
F00226,40,F,Hyderabad,17.365724196817013,78.48770533417135,Italy,family,1,True,4
F00227,22,M,Hyderabad,17.38342471107204,78.51419306744793,England,casual,10,True,3
F00228,29,M,Ahmedabad,23.020306832263202,72.57842247888317,Mexico,digital_only,17,False,2
F00229,33,M,Chennai,13.042616959014874,80.23854118178271,Brazil,casual,0,True,242
F00230,24,M,Ahmedabad,22.98243453174424,72.54142718093102,Netherlands,dormant,7,True,42
F00231,16,F,Bengaluru,13.002417999962537,77.6123609437758,Morocco,dormant,6,False,11
F00232,17,M,Chennai,13.097151180728105,80.22043595799565,Japan,superfan,14,False,23
F00233,32,F,Delhi,28.65141564616535,77.20464210123602,Mexico,local_loyalist,5,True,0
F00234,19,M,Hyderabad,17.413178530018516,78.52804707977832,Argentina,dormant,13,False,0
F00235,23,M,Bengaluru,12.952505764339183,77.55581265696331,Mexico,casual,8,True,1
F00236,43,F,Mumbai,19.075372823139837,72.91864140184829,Portugal,digital_only,14,True,75
F00237,26,F,Hyderabad,17.40349829716299,78.4410483627968,India,dormant,9,False,91
F00238,26,F,Bengaluru,12.936418496405636,77.55234635737308,Portugal,superfan,9,False,100
F00239,24,M,Chennai,13.109694775557523,80.22628926224525,France,local_loyalist,9,True,22
F00240,16,F,Chennai,13.060345321644961,80.30639358074599,USA,casual,4,True,133
F00241,16,M,Chennai,13.106188727889075,80.29734740178228,England,dormant,10,False,1
F00242,31,M,Hyderabad,17.381950185476498,78.47505365390671,USA,dormant,13,True,40
F00243,30,M,Kolkata,22.574948957351182,88.37784192517137,Argentina,dormant,14,False,25
F00244,43,F,Kolkata,22.584377060810123,88.34328183610917,Germany,digital_only,0,True,52
F00245,48,F,Ahmedabad,23.053572159664785,72.58882332773356,Germany,family,3,True,30
F00246,23,M,Kolkata,22.57149294953925,88.32653704255132,Spain,family,2,False,5
F00247,36,M,Mumbai,19.073213273958235,72.86023095337914,USA,casual,2,True,6
F00248,21,M,Bengaluru,12.945345712967303,77.54742468593305,Brazil,family,0,True,83
F00249,38,M,Hyderabad,17.383352143098097,78.44012651809875,Croatia,superfan,2,False,141
F00250,16,M,Ahmedabad,23.053327430502875,72.56542707243604,Italy,local_loyalist,3,True,5
F00251,37,M,Bengaluru,12.962973700892979,77.58248307366433,India,casual,15,True,54
F00252,41,M,Hyderabad,17.411910732617766,78.4847127642569,Mexico,casual,0,True,18
F00253,20,F,Pune,18.499563833177962,73.85810464912839,Mexico,superfan,1,False,334
F00254,29,M,Pune,18.520502804614875,73.80304965478527,England,local_loyalist,0,True,108
F00255,20,F,Delhi,28.63184472813024,77.20232585129386,Portugal,casual,8,True,135
F00256,25,F,Kolkata,22.552935352424996,88.32382320867853,Germany,local_loyalist,0,True,195
F00257,27,M,Ahmedabad,23.03014107220036,72.60738218211623,Brazil,superfan,5,True,119
F00258,39,M,Bengaluru,12.991616453817763,77.55354188498178,Croatia,casual,0,True,7
F00259,26,F,Bengaluru,13.000276567146205,77.56389046956676,France,digital_only,0,True,48
F00260,30,F,Ahmedabad,23.058913053570485,72.56678491832919,Mexico,family,8,True,112
F00261,31,F,Bengaluru,13.01391092207327,77.56499987352238,Portugal,casual,10,True,58
F00262,36,F,Hyderabad,17.362290106857788,78.47812739518277,Spain,local_loyalist,4,True,25
F00263,25,F,Mumbai,19.061987037178227,72.87081637904582,Argentina,family,8,True,89
F00264,27,M,Pune,18.486910390042066,73.81261357862957,Argentina,local_loyalist,23,False,46
F00265,32,F,Bengaluru,12.953351235366288,77.56189701271059,Argentina,casual,0,True,16
F00266,24,M,Delhi,28.645540816210428,77.15318847952086,Germany,superfan,4,True,64
F00267,49,M,Delhi,28.564779970965773,77.16914934099309,Mexico,family,13,True,9
F00268,38,M,Ahmedabad,23.065392080384672,72.60142087670546,Italy,superfan,12,False,3
F00269,28,F,Chennai,13.083777249127564,80.23530425971637,France,family,14,True,26
F00270,47,F,Pune,18.47760847267655,73.85011197008252,Spain,digital_only,1,True,78
F00271,31,M,Chennai,13.093137743639543,80.27965160006985,Croatia,dormant,0,False,30
F00272,30,M,Hyderabad,17.419945308455382,78.52273664094616,Spain,family,3,True,110
F00273,24,F,Chennai,13.052352782230152,80.22556728149539,Argentina,dormant,6,False,8
F00274,28,M,Chennai,13.099548845917765,80.2898635589432,Netherlands,casual,3,True,33
F00275,16,M,Mumbai,19.103260901303837,72.86018396856899,France,family,6,True,104
F00276,22,M,Kolkata,22.597485840218194,88.322970625799,France,digital_only,13,True,35
F00277,19,F,Delhi,28.616656400323013,77.24573136131914,Belgium,digital_only,5,True,12
F00278,47,F,Ahmedabad,23.003616533857958,72.54902836773147,England,local_loyalist,9,True,1
F00279,29,F,Hyderabad,17.42347989696735,78.51409238437735,Morocco,family,12,True,46
F00280,16,M,Ahmedabad,23.02383263720099,72.576507379148,Spain,dormant,5,False,116
F00281,29,M,Kolkata,22.59911971620847,88.33586498621592,Brazil,family,6,True,3
F00282,25,M,Hyderabad,17.365135593465492,78.45648662578137,Italy,digital_only,4,True,61
F00283,30,F,Bengaluru,13.014753385073345,77.5755845911245,Spain,digital_only,12,True,47
F00284,18,F,Ahmedabad,23.045506820413163,72.54080245627331,Argentina,family,17,True,82
F00285,35,M,Pune,18.50690561593418,73.87220974462679,Spain,casual,6,True,44
F00286,46,F,Hyderabad,17.40617427064695,78.43582972038624,Spain,superfan,5,False,279
F00287,20,M,Bengaluru,12.942840896156744,77.62222111553078,England,casual,0,True,61
F00288,26,F,Bengaluru,12.972008268321659,77.62302501927815,USA,casual,9,True,10
F00289,23,M,Chennai,13.093269604140351,80.30628792840992,Portugal,casual,11,True,75
F00290,36,F,Pune,18.499797979466226,73.80118713466693,England,casual,2,True,43
F00291,24,F,Bengaluru,12.98648000438671,77.57391308154847,USA,superfan,8,True,173
F00292,36,M,Pune,18.47092525224359,73.84605660075621,England,superfan,3,True,4
F00293,32,M,Mumbai,19.021259503816943,72.82960069465062,Brazil,dormant,6,True,2
F00294,17,F,Pune,18.481039423424992,73.84678024120373,Netherlands,digital_only,8,True,45
F00295,30,M,Ahmedabad,23.031609232115,72.5575246408594,Brazil,casual,6,False,1
F00296,35,F,Chennai,13.11228880682935,80.23888701867628,England,local_loyalist,5,True,17
F00297,33,M,Bengaluru,12.93486725636962,77.58563079116583,Netherlands,casual,0,True,62
F00298,24,F,Ahmedabad,23.041606305341954,72.55231940653243,Brazil,dormant,0,False,29
F00299,24,M,Ahmedabad,23.03732042460158,72.60251929348057,Germany,family,0,True,231
F00300,28,F,Mumbai,19.112578854949458,72.91092650434554,Morocco,superfan,16,True,89
F00301,23,M,Hyderabad,17.389387376766784,78.49455114854787,Argentina,digital_only,9,True,4
F00302,36,F,Mumbai,19.082375338436922,72.82056313127481,Croatia,family,0,True,5
F00303,16,M,Ahmedabad,23.053199005311033,72.57718483288903,Italy,dormant,12,False,11
F00304,44,F,Delhi,28.59779683556413,77.19636758057732,Spain,digital_only,8,True,46
F00305,23,M,Hyderabad,17.360472280605297,78.51225178019983,Mexico,local_loyalist,8,True,13
F00306,31,M,Kolkata,22.581039386664404,88.40391086983102,England,casual,16,True,3
F00307,32,M,Chennai,13.102942609398271,80.31639437342689,Argentina,dormant,7,True,12
F00308,16,F,Delhi,28.563378915094823,77.20931559955271,Portugal,casual,0,True,21
F00309,24,M,Pune,18.511639217014192,73.84509073381889,Brazil,dormant,10,False,5
F00310,41,M,Bengaluru,12.970475432356555,77.60970911382609,Morocco,local_loyalist,14,True,89
F00311,16,F,Ahmedabad,22.97106919901135,72.56392105109317,Netherlands,local_loyalist,10,True,33
F00312,21,M,Pune,18.508015014195767,73.83372377508358,Brazil,digital_only,6,True,67
F00313,16,M,Mumbai,19.06211358562425,72.8268502792572,Brazil,casual,3,True,30
F00314,29,F,Ahmedabad,23.00968879782249,72.54629242476321,Argentina,casual,15,True,34
F00315,29,M,Hyderabad,17.379022197465375,78.4658289463624,Croatia,casual,12,True,1
